date,close_price,simple_return,log_return
1993-02-07,24.78,0.00711238236906726,0.006884011798032061
1993-02-14,25.19,0.0,0.016410214163522497
1993-02-21,24.35,-0.025227744638865617,-0.033915240835920075
1993-02-28,24.49,0.003586490006874666,0.005733021435477417
1993-03-07,24.8,-0.0028147227878048873,0.012578782206860185
1993-03-14,25.62,0.02234632790164036,0.0325296432976516
1993-03-21,25.38,0.004850569839437824,-0.009411834182346706
1993-03-28,25.2,-0.00555208815056747,-0.0071174677688639896
1993-04-04,25.38,0.004175562786927947,0.007117467768863955
1993-04-11,24.94,0.004960471352011516,-0.017488522034351122
1993-04-18,25.27,0.014114511270207273,0.013144981148212458
1993-04-25,25.18,-0.004172658972830915,-0.0035678927839016992
1993-05-02,24.43,-0.007856989846691274,-0.03023814334655202
1993-05-09,24.94,0.006387542252670565,0.020661054982241252
1993-05-16,25.01,0.0021139974884575525,0.002802804637637244
1993-05-23,24.85,0.0035501596593522974,-0.00641799234688991
1993-05-30,25.29,0.004190143010661797,0.0175513081392359
1993-06-06,25.69,0.00967577706645047,0.015692750439918524
1993-06-13,25.39,-0.0034506807307787112,-0.011746415405205124
1993-06-20,25.34,-0.001386191928878327,-0.0019712208235940546
1993-06-27,25.27,0.0021070278481027977,-0.002766253492890185
1993-07-04,25.66,0.011165300866378043,0.015315437787387554
1993-07-11,25.06,-0.010490027684099108,-0.023660409719568135
1993-07-18,25.47,-0.0006949965710458861,0.01622833952344332
1993-07-25,25.34,-0.0006981682990979167,-0.0051171140983726085
1993-08-01,25.48,0.005590377557267144,0.0055096558109697
1993-08-08,25.48,0.0027866824946429724,0.0
1993-08-15,25.63,0.005559448663995203,0.005869709672017155
1993-08-22,25.71,0.005540646974411604,0.003116480901818535
1993-08-29,25.91,-0.002046808822942772,0.007748973296220359
1993-09-05,26.32,0.0040538769473552685,0.015700111883097875
1993-09-12,26.1,-0.006738710357741748,-0.008393792128468735
1993-09-19,26.32,0.0006733229714314227,0.00839379212846862
1993-09-26,25.91,-0.008186112702934342,-0.015700111883097834
1993-10-03,26.39,0.010921810254012764,0.018356155941214102
1993-10-10,26.36,0.0013533822708516779,-0.0011374408809263145
1993-10-17,26.32,0.002035730981727,-0.0015186031771900162
1993-10-24,26.77,-0.002655922440526207,0.016952751075144604
1993-10-31,26.52,0.002694934691198638,-0.009382692214599399
1993-11-07,26.78,0.0026686105381626517,0.009756174945364656
1993-11-14,26.3,0.0013578801269233064,-0.018086401079307653
1993-11-21,26.55,-0.0006708398239808188,0.009460808504228889
1993-11-28,26.25,-0.006072996277032572,-0.011363758650315095
1993-12-05,26.41,-0.004031860995312634,0.006076737271408155
1993-12-12,26.73,0.003344724402097759,0.012043803841786882
1993-12-19,26.73,0.006036194482530886,0.0
1993-12-26,26.77,0.0013427986332149207,0.0014953273814335003
1994-01-02,26.99,0.005347588262919572,0.008184569497652002
1994-01-09,26.68,-0.0026830821021554705,-0.011552205982490243
1994-01-16,27.33,0.011960570027502318,0.02407077889255358
1994-01-23,27.22,0.0,-0.004033002716656594
1994-01-30,27.09,-0.003957973562974898,-0.0047873411263162765
1994-02-06,27.68,0.007180384122343604,0.021545474652465008
1994-02-13,27.09,0.004657411585637555,-0.02154547465246506
